words,links,capital_words,spam_word_count,is_spam
206,1,1,0,0
865,10,5,6,1
78,6,17,6,1
177,1,1,2,0
231,2,0,2,0
434,8,20,9,1
192,7,13,4,1
694,3,23,5,1
206,1,1,2,0
180,8,30,9,1
458,7,16,8,1
545,10,7,0,1
287,1,3,1,0
288,0,3,1,0
153,3,30,3,1
127,9,2,7,1
161,1,3,1,0
272,5,20,5,1
122,2,3,2,0
133,1,2,2,0
217,2,1,1,0
163,2,3,2,0
67,7,22,9,1
255,4,1,4,0
82,0,24,6,1
793,4,1,2,1
60,1,3,0,0
425,6,2,5,1
209,4,2,4,1
142,2,1,0,0
811,10,10,8,1
214,2,21,10,1
92,5,27,10,1
202,0,3,2,0
218,3,12,10,1
405,10,14,5,1
290,0,1,1,0
199,2,0,4,1
374,3,17,3,1
31,0,8,4,0
48,3,2,0,0
111,0,1,6,0
476,0,1,2,0
635,7,23,1,1
941,9,8,0,1
123,7,3,3,1
313,1,2,1,0
665,8,6,5,1
296,0,0,5,0
151,1,3,2,0
735,7,30,1,1
211,0,18,0,1
273,0,0,2,0
84,1,14,10,1
549,1,18,7,1
301,9,6,7,1
183,0,2,0,0
52,2,3,0,0
335,0,10,9,1
101,2,3,1,0
32,0,3,1,0
118,9,13,10,1
34,1,2,0,0
246,4,1,0,0
172,2,8,4,0
376,0,7,5,1
473,4,12,9,1
405,1,1,2,0
70,9,17,1,1
554,0,28,10,1
83,10,5,4,1
503,5,20,6,1
481,10,22,6,1
322,9,2,10,1
188,0,0,1,0
338,8,7,8,1
137,2,2,0,0
274,1,3,1,0
122,1,1,1,0
848,8,0,3,1
142,9,3,5,1
250,1,3,2,0
366,3,0,5,1
675,9,26,2,1
70,2,3,0,0
444,7,15,7,1
478,0,9,9,1
195,3,17,6,1
395,10,13,3,1
880,5,22,5,1
46,1,3,6,0
350,7,22,7,1
268,4,1,1,0
163,0,3,4,0
309,0,26,8,1
125,1,3,2,0
427,2,2,1,0
452,4,20,5,1
827,1,26,10,1
653,6,21,2,1
656,6,27,3,1
230,0,3,2,0
278,2,3,0,0
208,2,0,0,0
138,0,0,2,0
239,0,4,2,0
141,10,29,5,1
235,8,2,3,1
238,1,6,2,0
214,1,2,1,0
188,3,5,4,1
92,0,4,5,1
128,2,3,1,0
119,0,3,1,0
188,0,0,2,0
477,2,29,3,1
141,0,1,1,0
314,8,28,2,1
208,5,3,0,0
138,0,3,0,0
231,1,2,6,0
652,5,3,3,1
140,2,20,3,1
70,2,7,2,0
259,7,0,5,1
196,0,3,4,0
257,4,3,1,0
306,5,8,0,0
127,5,23,10,1
209,3,0,6,0
146,4,28,5,1
690,2,11,8,1
900,9,6,6,1
371,0,1,3,1
214,5,29,4,1
545,7,19,3,1
171,0,3,1,0
340,1,3,6,0
581,4,0,1,1
855,7,22,4,1
388,5,17,5,1
725,8,3,9,1
696,7,30,3,1
120,1,3,0,0
25,2,3,1,0
159,6,19,7,1
897,4,8,3,1
30,2,1,0,0
938,2,6,9,1
126,1,3,0,0
120,5,15,5,1
339,5,19,9,1
452,6,12,6,1
262,2,2,2,0
94,1,2,0,0
399,1,2,0,0
182,2,0,2,0
195,7,17,5,1
88,2,18,8,1
188,0,1,0,0
948,8,2,8,1
175,2,2,2,0
604,5,23,8,1
161,0,1,2,0
70,2,0,1,0
184,0,1,3,0
862,3,2,4,1
200,1,1,1,0
114,8,6,9,1
63,1,6,0,0
96,2,0,0,0
762,2,25,2,1
123,9,2,3,1
610,7,4,5,1
546,4,7,4,1
565,10,14,10,1
376,8,19,8,1
381,3,24,3,1
162,0,3,1,0
283,2,3,5,0
595,0,27,6,1
908,2,27,9,1
161,4,22,3,1
559,4,19,4,1
577,6,1,5,1
158,1,2,2,0
407,10,10,3,1
944,2,7,10,1
822,9,20,5,1
62,2,2,0,0
224,4,26,2,1
314,0,8,5,1
184,2,1,1,0
374,4,10,9,1
183,2,0,1,0
89,4,26,4,1
667,1,1,7,1
76,1,3,2,0
739,5,5,5,1
51,2,4,2,0
425,3,13,5,1
637,5,8,10,1
242,2,2,1,0
163,2,25,3,1
188,1,3,2,0
508,5,24,8,1
999,3,2,9,1
341,4,27,3,1
93,1,5,1,0
167,3,4,4,1
321,9,11,6,1
83,10,23,10,1
142,9,8,8,1
67,1,3,1,0
495,6,4,9,1
633,1,19,2,1
74,1,1,1,0
142,1,21,0,1
279,0,1,0,0
784,4,27,3,1
339,2,1,2,0
134,1,1,3,0
585,9,9,0,1
326,1,2,0,0
421,10,9,3,1
145,3,26,3,1
51,3,3,0,0
29,4,3,5,0
842,2,23,0,1
119,0,3,1,0
177,2,1,0,0
245,5,28,7,1
97,4,15,10,1
45,0,2,2,0
153,2,29,4,1
145,1,3,2,0
283,2,3,1,0
148,2,0,2,0
814,7,7,7,1
172,1,2,4,0
642,5,6,6,1
189,4,2,0,0
216,2,0,0,0
777,2,5,4,1
181,1,3,0,0
207,0,8,1,0
259,3,15,6,1
121,1,2,3,0
947,8,23,4,1
351,2,23,0,1
115,1,2,0,0
198,1,7,3,0
207,4,3,0,0
116,2,24,1,1
189,0,2,0,0
65,2,8,0,0
99,0,0,2,0
403,3,4,4,1
207,0,3,1,0
268,0,1,0,0
96,1,0,2,0
151,2,9,9,1
528,9,16,9,1
133,0,20,6,1
159,2,3,0,0
149,3,5,10,1
125,2,3,6,0
763,6,1,3,1
135,0,3,0,1
100,7,21,6,1
623,3,7,2,1
710,9,14,0,1
508,10,25,5,1
237,3,1,0,0
153,5,13,3,1
117,2,3,4,0
500,4,18,3,1
736,3,3,9,1
259,2,0,2,0
192,3,16,3,1
233,1,0,1,0
383,4,2,2,0
279,0,3,1,0
978,6,3,3,1
231,1,3,4,0
464,7,9,9,1
333,7,14,7,1
221,7,1,6,1
364,3,23,6,1
137,3,5,8,1
136,2,0,5,0
100,1,0,1,0
73,9,5,0,1
57,0,2,0,0
64,1,2,2,0
882,9,23,2,1
506,10,9,10,1
283,0,2,1,0
103,3,23,4,1
371,4,7,6,1
691,3,26,3,1
453,3,1,0,0
806,10,23,7,1
81,6,3,2,1
136,1,3,5,0
250,10,0,4,1
791,3,22,7,1
134,2,3,2,0
280,1,0,1,0
129,1,1,2,0
531,4,10,1,1
277,1,2,4,0
119,1,11,5,1
99,2,21,7,1
396,4,11,7,1
888,2,10,0,1
325,1,0,2,0
644,2,23,6,1
172,0,0,6,0
816,2,1,2,1
245,2,1,2,0
187,0,2,0,0
64,3,27,3,1
56,10,2,4,1
201,2,16,8,1
164,3,0,2,0
153,0,3,1,0
164,9,25,6,1
66,0,0,2,0
192,1,9,2,0
65,0,4,2,0
330,1,3,3,1
616,4,30,5,1
268,0,2,1,0
179,4,1,2,0
156,2,4,8,1
38,1,0,1,0
400,3,22,10,1
466,0,28,9,1
380,4,4,7,1
857,2,25,0,1
104,3,3,8,1
274,4,3,4,0
383,10,10,1,1
438,8,26,8,1
88,2,27,7,1
218,1,3,3,0
64,1,4,2,0
849,0,30,2,1
412,1,2,2,0
476,2,3,3,0
98,2,0,2,0
126,1,2,1,0
393,5,8,10,1
192,0,17,7,1
39,2,5,1,0
909,4,25,4,1
823,4,7,10,1
36,0,3,2,0
647,2,5,1,1
194,2,3,3,0
705,9,23,9,1
575,5,27,4,1
557,2,25,1,1
297,0,2,2,0
110,9,12,0,1
58,9,6,4,1
212,5,2,0,0
269,1,8,0,0
184,3,2,2,0
205,1,0,5,0
97,2,2,0,0
77,2,5,3,1
710,2,6,7,1
167,2,0,1,0
170,5,21,6,1
431,4,5,5,1
265,3,3,2,0
720,5,12,2,1
241,2,2,2,0
507,0,21,8,1
266,1,3,2,0
354,2,2,1,0
451,1,29,10,1
996,9,2,8,1
127,2,5,2,0
296,0,1,1,0
76,1,15,4,1
196,0,9,6,1
28,1,2,2,0
119,9,9,10,1
334,3,27,6,1
231,4,3,2,0
850,6,22,10,1
232,6,29,9,1
157,1,1,1,0
31,0,3,1,0
233,1,0,1,0
304,3,25,8,1
112,2,5,0,0
60,2,3,2,0
36,2,2,6,0
497,1,8,1,0
635,2,9,6,1
602,8,28,6,1
935,5,28,5,1
217,2,10,0,0
174,4,14,8,1
331,2,1,1,0
270,1,3,4,0
297,9,14,3,1
250,5,5,2,0
52,3,0,2,0
143,8,30,6,1
297,5,6,2,1
546,10,10,3,1
159,4,3,0,0
777,5,0,7,1
622,5,1,7,1
97,0,0,0,0
237,1,0,1,0
139,5,11,5,1
56,2,2,1,0
166,0,22,7,1
811,8,27,10,1
145,2,2,0,0
806,7,19,3,1
212,4,1,10,1
166,2,0,1,0
849,1,10,0,1
241,5,26,3,1
81,0,0,1,0
489,5,28,0,1
210,10,21,4,1
278,10,11,6,1
483,0,2,6,0
171,0,1,0,0
910,8,4,1,1
182,2,26,10,1
412,6,6,4,1
20,1,2,2,0
326,1,0,1,0
140,8,15,5,1
259,1,3,0,0
997,6,6,7,1
150,0,3,2,0
290,2,2,2,0
381,5,3,2,0
94,1,3,0,0
177,2,3,0,0
388,7,1,8,1
57,0,1,2,0
226,5,8,2,0
665,7,29,10,1
169,0,0,2,0
140,1,2,2,0
111,2,7,3,1
169,0,0,2,0
378,2,2,1,0
764,6,14,10,1
127,9,17,8,1
602,2,7,5,1
836,1,0,7,1
173,5,1,2,0
103,1,3,1,0
247,5,2,1,0
118,2,3,0,0
99,2,16,9,1
610,1,8,7,1
448,2,11,0,1
459,1,0,2,0
273,2,0,3,0
333,10,0,0,1
535,3,11,3,1
215,2,1,1,0
790,3,24,0,1
571,10,16,4,1
126,3,21,9,1
363,1,1,2,0
186,0,2,1,0
286,4,3,2,0
383,0,3,1,0
229,5,10,0,0
101,1,2,2,0
612,7,16,0,1
80,10,25,7,1
87,0,1,0,0
514,9,7,7,1
148,8,4,8,1
769,10,3,5,1
105,1,2,1,0
807,7,22,4,1
280,0,2,6,0
80,0,30,2,1
57,1,10,2,0
146,2,10,2,0
910,1,7,4,1
706,7,27,7,1
578,9,21,10,1
299,1,2,2,0
186,5,5,9,1
226,1,10,1,0
204,1,1,3,0
171,1,0,5,1
208,4,1,2,0
394,9,5,5,1
720,0,30,3,1
969,4,26,6,1
870,7,1,10,1
210,3,2,2,0
312,3,3,2,0
750,7,4,10,1
45,1,2,1,0
513,2,23,3,1
818,4,7,5,1
283,4,2,2,0
713,2,3,2,1
157,2,16,10,1
166,0,0,2,0
460,3,15,4,1
28,4,1,1,0
394,8,25,8,1
303,2,12,9,1
331,3,8,10,1
107,1,1,0,0
317,0,1,1,0
21,0,6,1,0
196,0,1,0,0
259,3,3,3,0
402,2,3,2,0
614,9,21,4,1
288,7,18,3,1
100,1,0,0,0
46,2,3,1,0
275,0,8,4,0
591,9,7,4,1
291,5,1,0,0
184,2,3,2,0
123,9,2,6,1
612,6,9,0,1
78,8,17,10,1
146,0,2,1,0
457,2,1,2,0
75,3,0,1,0
397,1,1,2,0
885,3,14,5,1
127,0,2,2,0
298,2,2,3,0
78,1,1,2,0
198,2,0,0,0
256,6,7,2,1
170,4,20,7,1
83,4,2,0,0
440,10,5,7,1
608,10,8,6,1
528,7,5,8,1
190,2,27,9,1
730,0,19,8,1
242,1,1,2,0
217,0,0,1,0
265,0,4,3,0
319,1,3,2,0
217,1,22,4,1
185,0,2,2,0
249,5,2,2,0
82,3,1,10,1
298,3,22,8,1
159,2,6,8,1
244,2,2,4,0
155,2,17,5,1
959,9,28,10,1
35,0,1,1,0
223,2,0,0,0
111,2,0,3,0
225,0,3,6,0
401,0,1,0,0
243,2,1,2,0
278,4,1,3,0
75,1,0,2,0
227,2,4,1,0
257,3,1,1,0
204,2,2,2,0
735,7,28,4,1
142,0,0,1,0
57,1,2,0,0
444,8,0,6,1
164,10,16,8,1
23,4,2,6,0
258,0,3,2,0
284,9,26,6,1
327,2,0,10,1
126,2,1,2,0
170,10,26,6,1
63,2,5,2,0
935,5,28,6,1
174,1,2,3,0
432,9,14,3,1
781,8,22,2,1
64,5,9,2,1
549,3,22,5,1
160,3,2,9,1
78,9,29,9,1
243,1,3,0,0
155,9,30,1,1
300,2,1,4,0
250,3,7,0,0
679,3,16,5,1
134,9,2,8,1
331,2,2,4,0
334,5,5,9,1
115,6,4,3,1
995,10,7,9,1
259,3,3,2,0
580,9,26,4,1
937,4,8,4,1
177,6,20,3,1
918,6,1,5,1
212,1,3,1,0
253,2,6,2,0
60,1,7,3,0
419,8,8,6,1
224,1,1,3,0
434,4,8,7,1
880,8,24,10,1
243,2,0,0,0
164,1,3,1,0
51,1,2,0,0
415,2,3,1,0
164,7,10,6,1
291,4,1,10,1
731,0,21,3,1
242,2,2,2,0
66,2,29,3,1
735,5,20,5,1
116,1,5,0,0
418,0,2,2,0
257,1,8,0,0
292,1,3,0,0
993,5,18,5,1
63,0,17,4,1
751,6,1,9,1
35,1,0,2,0
137,2,0,0,0
49,0,2,4,0
197,3,3,2,0
208,7,14,10,1
106,1,0,0,0
172,2,2,2,0
77,2,0,0,0
536,0,13,6,1
141,2,3,0,0
80,3,13,6,1
346,0,2,9,1
239,4,15,5,1
68,8,2,8,1
170,0,2,1,0
161,1,3,1,0
414,8,11,10,1
20,2,2,0,0
295,2,2,1,0
359,2,1,0,0
516,9,2,4,1
198,3,19,4,1
211,1,2,1,0
595,3,30,6,1
163,0,10,2,0
63,2,3,2,0
261,10,27,6,1
832,4,16,1,1
193,0,0,2,0
92,0,3,0,0
195,5,23,2,1
160,1,1,0,0
151,10,8,1,1
408,0,24,8,1
429,0,3,2,0
223,9,30,1,1
47,1,1,0,0
296,1,0,1,0
246,1,7,0,0
452,10,3,4,1
366,0,5,0,0
139,1,0,3,0
170,6,25,1,1
187,4,28,9,1
771,0,12,8,1
495,1,1,3,0
400,10,27,10,1
278,2,7,7,1
559,5,28,9,1
156,3,11,6,1
197,0,0,1,0
172,0,1,2,0
753,8,11,8,1
88,7,24,7,1
61,1,2,1,0
622,7,9,1,1
943,10,7,7,1
128,1,24,1,1
220,5,3,1,0
613,6,5,9,1
143,4,0,8,1
199,2,14,6,1
287,2,0,0,0
765,4,6,10,1
878,5,4,5,1
110,1,2,5,0
637,8,26,10,1
259,0,0,1,0
317,3,24,3,1
175,1,13,6,1
193,0,0,2,0
127,0,4,0,0
754,2,12,5,1
156,2,3,2,0
111,1,1,1,0
241,2,0,2,0
665,9,15,8,1
138,9,5,9,1
159,1,0,2,0
767,5,4,6,1
393,7,20,4,1
200,2,1,2,0
247,1,3,0,0
94,0,0,0,0
891,8,5,2,1
37,1,2,2,0
109,1,5,2,0
116,10,25,7,1
577,3,19,5,1
661,4,21,4,1
27,1,2,2,0
614,0,16,5,1
457,6,26,10,1
262,0,3,1,0
470,3,22,10,1
93,0,0,4,0
171,4,3,0,0
553,3,9,10,1
615,7,7,7,1
64,9,21,5,1
31,0,3,2,0
458,1,3,9,1
90,8,23,6,1
182,1,1,1,0
181,2,12,2,1
239,2,2,2,0
288,2,2,2,0
124,0,28,7,1
260,2,10,2,0
510,4,24,9,1
228,1,0,2,0
190,4,5,3,1
144,2,3,1,0
314,6,26,10,1
487,0,2,1,0
185,0,3,0,0
396,4,16,4,1
795,5,14,1,1
285,0,0,2,0
515,3,14,10,1
118,1,1,2,0
147,4,2,4,1
429,1,2,2,0
207,0,2,0,0
515,3,2,3,1
49,2,3,2,0
202,0,2,0,0
337,3,9,7,1
765,6,9,7,1
220,4,3,1,0
284,2,3,1,0
359,9,2,6,1
318,9,12,0,1
228,2,8,6,0
213,7,7,2,1
865,9,5,3,1
131,0,2,0,0
858,5,12,3,1
268,0,0,0,0
124,2,3,1,0
119,4,4,3,1
293,2,6,0,0
64,2,0,5,0
905,5,5,7,1
166,0,1,3,0
766,10,11,10,1
784,9,6,3,1
25,4,0,5,0
305,8,12,4,1
87,1,28,7,1
122,5,3,3,1
776,10,9,3,1
468,9,12,7,1
359,0,1,6,1
112,2,6,0,0
379,3,14,10,1
475,7,15,10,1
358,1,17,1,1
241,1,5,1,0
278,7,18,10,1
824,2,20,4,1
819,9,15,4,1
983,3,14,5,1
173,10,22,8,1
174,6,29,5,1
275,1,5,0,0
198,7,22,8,1
79,2,8,5,0
99,0,1,1,0
44,0,3,4,0
100,3,27,10,1
731,10,0,8,1
732,10,18,8,1
98,8,16,2,1
333,10,7,10,1
988,8,16,2,1
116,10,5,0,1
328,1,2,1,0
937,8,7,8,1
197,0,1,6,0
299,5,27,10,1
123,3,5,4,1
48,5,9,1,0
879,0,12,1,1
68,2,2,0,0
128,0,0,0,0
435,0,1,2,0
27,0,1,2,0
417,4,4,8,1
221,1,2,0,0
115,8,15,9,1
736,5,29,9,1
224,2,3,2,0
82,7,28,9,1
153,2,0,4,0
150,5,1,7,1
151,3,11,4,1
633,8,19,7,1
22,1,3,4,0
198,1,3,0,0
176,1,0,0,0
45,2,0,1,0
124,1,1,2,0
639,3,17,3,1
244,0,0,0,0
558,3,5,0,1
469,0,10,3,1
290,8,6,7,1
199,0,2,4,0
849,7,0,4,1
37,0,2,1,0
210,0,0,1,0
55,2,1,0,0
270,0,4,5,0
146,1,2,0,0
151,4,0,6,1
480,4,28,9,1
284,2,3,4,0
455,2,3,1,0
290,3,2,2,0
237,6,0,5,1
592,7,3,3,1
228,1,1,5,0
593,5,3,10,1
177,0,0,0,0
393,4,6,9,1
133,2,1,0,0
81,1,8,0,0
532,4,26,3,1
162,5,23,8,1
99,2,2,2,0
124,2,0,2,0
30,0,1,1,0
229,0,4,1,0
195,2,28,3,1
576,0,12,3,1
845,9,28,5,1
875,8,9,0,1
237,0,6,0,0
75,0,2,1,0
195,3,12,9,1
445,1,2,1,0
167,9,9,4,1
56,9,3,3,1
102,1,1,1,0
248,2,1,1,0
288,5,0,1,0
618,4,1,6,1
151,1,2,1,0
719,9,2,8,1
143,2,1,1,0
413,1,6,1,0
223,7,21,3,1
588,7,12,4,1
739,3,5,1,1
26,2,1,1,0
958,8,11,2,1
361,9,25,9,1
430,1,2,0,0
797,8,20,6,1
474,2,3,0,0
222,4,3,2,0
768,5,18,3,1
192,9,13,8,1
414,3,26,10,1
109,1,2,2,0
524,2,11,4,1
91,3,0,2,0
210,5,2,1,0
482,3,16,6,1
721,4,21,9,1
721,3,5,0,1
623,8,10,2,1
685,3,24,10,1
72,1,1,2,0
362,8,23,8,1
97,2,29,10,1
153,0,3,2,0
26,2,1,2,0
51,7,9,9,1
260,2,7,1,0
284,1,3,2,0
166,2,5,4,1
112,1,2,0,0
251,1,0,0,0
452,5,24,3,1
868,7,3,9,1
184,6,13,3,1
83,3,0,0,0
260,3,2,1,0
269,0,7,0,0
81,0,9,1,0
258,1,3,1,0
187,2,3,0,0
496,2,2,2,0
694,5,24,4,1
895,5,21,4,1
291,0,3,0,0
226,2,3,2,0
170,10,2,6,1
282,0,1,4,0
491,3,2,2,0
247,0,0,0,0
270,2,2,2,0
92,4,5,2,0
888,7,9,8,1
953,8,9,4,1
296,2,28,9,1
170,2,0,0,0
438,1,3,5,0
246,5,9,3,1
962,10,8,3,1
809,2,28,6,1
209,0,8,1,0
369,0,3,2,0
275,8,1,6,1
316,3,0,7,1
190,3,26,2,1
127,2,26,7,1
379,0,3,2,0
577,9,11,8,1
207,2,9,2,0
279,2,3,5,1
903,5,5,3,1
189,0,2,6,0
29,1,3,2,0
159,1,2,1,0
184,2,0,0,0
814,0,7,9,1
182,1,0,1,0
96,2,0,5,0
102,2,0,2,0
775,10,1,3,1
226,1,2,2,0
255,2,26,1,1
245,0,1,2,0
255,2,3,2,0
58,2,1,0,0
269,0,0,0,0
305,2,6,10,1
270,2,2,4,0
573,2,27,5,1
298,2,6,1,0
140,10,18,9,1
54,1,1,6,0
138,0,10,9,1
29,4,2,0,0
180,0,8,4,1
156,3,3,0,0
479,1,0,1,0
209,3,3,3,0
217,0,3,0,0
587,6,1,10,1
119,10,13,5,1
647,7,22,9,1
892,7,3,4,1
96,2,0,1,0
62,2,3,0,0
282,1,1,1,0
892,5,6,5,1
745,2,10,8,1
296,2,1,2,0
82,5,2,2,0
589,3,24,5,1
80,1,3,2,0
289,0,0,0,0
206,1,0,1,0
158,2,2,1,0
224,1,3,0,0
778,3,10,3,1
182,2,9,10,1
432,9,29,10,1
94,1,2,0,0
176,0,3,0,0
216,1,0,5,0
204,0,3,1,0
297,2,0,1,0
906,2,2,2,1
118,3,23,1,1
76,4,0,2,0
81,10,22,8,1
336,2,9,9,1
875,2,21,7,1
35,0,2,1,0
47,5,0,0,0
298,0,2,0,0
82,6,22,1,1
400,3,29,8,1
281,2,11,6,1
239,4,5,2,1
960,9,19,8,1
171,1,3,1,0
627,8,8,6,1
110,0,3,1,0
106,1,1,0,0
101,1,7,7,1
73,2,2,0,0
810,4,15,5,1
191,10,25,3,1
21,0,1,2,0
217,7,23,7,1
194,0,3,1,0
56,1,2,2,0
394,3,4,3,1
459,7,27,3,1
943,7,30,4,1
782,6,6,8,1
395,4,6,10,1
145,1,5,5,0
162,3,3,5,0
168,2,1,2,0
856,6,4,4,1
994,8,16,0,1
335,2,1,10,1
966,10,20,10,1
131,5,10,2,1
663,8,21,6,1
488,0,3,2,0
33,2,2,2,0
646,4,25,9,1
83,1,1,0,0
240,0,3,5,0
279,2,0,2,0
990,4,2,3,1
551,3,29,6,1
40,4,3,0,0
481,7,6,4,1
924,8,15,10,1
204,2,3,0,0
182,1,1,1,0
243,1,5,2,0
245,2,2,2,0
193,2,3,1,0
839,2,7,9,1
244,2,0,6,0
169,1,2,6,0
193,2,2,1,0
370,0,2,2,0
25,2,7,0,0
170,2,16,5,1
375,3,23,9,1
98,2,2,0,0
498,7,10,5,1
163,2,3,0,0
297,2,13,7,1
649,9,5,9,1
263,1,0,2,0
60,0,0,0,0
579,9,17,7,1
613,2,13,5,1
269,0,15,5,1
189,5,5,7,1
179,0,1,2,0
275,1,1,2,0
198,4,27,10,1
219,1,8,1,1
78,2,0,1,0
161,5,27,6,1
220,1,2,2,0
200,2,2,0,0
86,2,1,2,0
106,7,11,1,1
92,1,0,1,0
405,1,3,2,0
